"pack","level","capability","map_name","map_size","map_fit","tools","agent_force","enemy_force","enemy_posture","posture_issue","briefing_RA","win_condition","lose_condition","max_turns","tick_budget"
"def-evacuation","medium","reasoning","rush-hour-arena","128x40","fit","observe, move_units, attack_unit, attack_move, stop","5× medium tank @(10, 4-8) on Return-Fire at the FAR-NORTH shoulder; base same fact+proc @(10/13,20)","3× heavy tank + 6× rocket infantry @(16-18, 18-22) guard bot st3","guard bot st3; intentional (matches briefing)","","Commander, this is a strategic evacuation under heavier pressure. Same doomed base at (10,20), but the assault is heavier — three heavy tanks plus six rocket soldiers, already in firing range. Your five medium tanks stage at the far-NORTH shoulder (y=4..8) to clear the heavies' lunge reach. The safe zone moves further north to (90,6). The clock tightens to about 27 turns. A one- or two-turn delay leaves the column inside the leash and bleeds the survival cap. Three tanks in (90,6), three alive.","≥3 tanks inside (90,6) r=6 AND ≥3 tanks alive, within 2400 ticks.","Fewer than 1 tank alive, or deadline (2401 ticks).","50","4503"
"def-evacuation","hard","reasoning","rush-hour-arena","128x40","fit","observe, move_units, attack_unit, attack_move, stop","5× medium tank staged FAR-NORTH (y=4..8) or FAR-SOUTH (y=32..36) by seed; same doomed base at (10,20)","3× heavy tank + 6× rocket infantry at the base (always places); off-latitude side has no assault but no safe zone bias either","guard bot st3; intentional","","Commander, this is a strategic evacuation with seed-rotated staging. The doomed western base at (10,20) is fixed — the assault always places. Your five medium tanks stage in either the FAR-NORTH (y≈6) or FAR-SOUTH (y≈34) band by seed; the matching safe zone is (90,6) or (90,34). Read your column's latitude and run to the matching disc. Three tanks in YOUR safe zone, three alive, within about 27 turns.","≥3 tanks inside the matching safe zone disc AND ≥3 tanks alive, within 2400 ticks.","Fewer than 1 tank alive, or deadline (2401 ticks).","50","4503"
"def-in-depth","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(10,20) + Barracks + Power Plant + 1× rifle @(3,20) rear + pre-placed FRONT line 2× pillbox @(25, 19/21); $2400 cash","5× rifle + 1× rocket infantry @(110/112, 20) on Attack-Anything (massed rush); sentinel fact @(120,20)","rusher bot st3; matches briefing","","Commander, this is a defence-in-depth construction drill. A massed rush of five rifles plus one rocket soldier drives straight at your Construction Yard. You inherit a front-line of two pillboxes at (25, 19/21) plus your base — Construction Yard, Barracks, Power Plant — and $2400 (exactly four pillboxes worth). Build TWO more pillboxes as a REAR LAYER at (15,20) so anything that punches through the front gets shredded by the rear. Keep the yard alive, within about 60 turns. A single thick wall (four pillboxes all at one x) has no depth and the massed rush eventually breaks through.","≥4 pillboxes built AND 2 in (25,20) r=4 AND 2 in (15,20) r=4 AND Construction Yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","110","9903"
"def-in-depth","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same pre-placed front line + base + $2400, tighter clock","Same 5×e1 + 1×e3 rusher band — same composition, less slack","rusher st3; matches briefing","","Commander, this is a defence-in-depth construction drill with a tighter clock. Same massed rush — five rifles plus one rocket soldier — driving at your Construction Yard. Same inherited front line at (25, 19/21), same base, same $2400 budget. Build two pillboxes as a rear layer at (15,20) — the topology is identical but the deadline is shorter. Yard alive within about 50 turns.","≥4 pillboxes built AND 2 in (25,20) r=4 AND 2 in (15,20) r=4 AND Construction Yard standing, within 4500 ticks.","Construction Yard destroyed, or deadline (4501 ticks).","110","9903"
"def-in-depth","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Pre-placed front line + base flip NORTH (y=14) / SOUTH (y=26) by seed; $2400","Same massed rush at y=20 — converges on whichever latitude the agent spawns at","rusher st3; matches briefing","","Commander, this is a defence-in-depth construction drill with seed-rotated staging. The base — Construction Yard, Barracks, Power Plant, front-line pillbox pair — flips between NORTH (y=14) and SOUTH (y=26) by seed; the inherited front line at (25, fact_y) follows. Build the rear layer (2× pillbox at (15, fact_y)) at the SAME latitude as your fact. Yard alive within about 50 turns. A memorised 'always at y=20' build satisfies neither rear region — the latitude must follow the fact.","≥4 pillboxes built AND a 2/2 front/rear split at the matching latitude (y=14 OR y=26) AND yard standing, within 4500 ticks.","Construction Yard destroyed, or deadline (4501 ticks).","110","9903"
"def-in-depth-vs-single","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard + Barracks + Power Plant + 3× rifle behind the base; $2400 (no pre-placed pillboxes — must build all 4)","6× rifle infantry @(60,20) st3 driving east-to-west; sentinel fact @(120,20)","rusher st3; matches briefing","","Commander, this is a defence-in-depth construction drill — you build the WHOLE defence. A heavy rifle rush of six attackers charges your Construction Yard at (10,20). You have your base — yard, barracks, power plant — and three riflemen flanking the fact, plus $2400 (exactly four pillboxes at 600 each). Split the four pillboxes across TWO depth bands — 2 in the FRONT near (35,20), 2 in the REAR near (20,20) — so anything that breaks the front gets killed by the rear. Yard intact, four kills, within about 60 turns. One thick wall has no depth.","≥4 pillboxes built AND 2 in (35,20) r=4 AND 2 in (20,20) r=4 AND ≥4 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-in-depth-vs-single","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same base + 4× rifle defenders + $2400","8× rifle + 2× rocket infantry @(60-62, 20) st3 (heavier wave)","rusher st3; matches briefing","","Commander, this is the defence-in-depth construction drill at heavier weight. Same yard at (10,20), but the rush now includes two rocket soldiers behind eight rifles. The $2400 still buys exactly four pillboxes; split 2-front near (35,20), 2-rear near (20,20). A single thick wall meets the count clause but lets the rockets-led punch through. Yard intact, seven kills, within about 60 turns.","≥4 pillboxes built AND 2 in (35,20) r=4 AND 2 in (20,20) r=4 AND ≥7 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-in-depth-vs-single","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, build, place_building, move_units, attack_unit, attack_move, stop","Base flips NORTH (y=14) / SOUTH (y=26) by seed; $2400 for all 4 pillboxes","Same 8×e1 + 2×e3 wave at y=20 — converges on whichever latitude the agent spawns at","rusher st3; matches briefing","","Commander, this is the defence-in-depth construction drill with seed-rotated staging. The Construction Yard flips between NORTH (y=14) and SOUTH (y=26) by seed; you must read fact_y from the observation and place both depth bands at that latitude. Build four pillboxes split 2-front near (35, fact_y), 2-rear near (20, fact_y). Yard alive, six kills, within about 60 turns. A 'build bands at y=20' default fails because the fact is never at y=20 on hard.","≥4 pillboxes built AND front/rear split at the matching latitude (y=14 OR y=26) AND ≥6 kills AND yard standing, within 5400 ticks.","Construction Yard destroyed, or deadline (5401 ticks).","60","5403"
"def-multi-direction","easy","reasoning","arena 128x40 (2 lanes)","128x40","wide","observe, move_units, attack_unit, attack_move, stop","4× medium tank @(62-63, 19-20) at central staging on Defend; Construction Yard @(64,20)","2× rifle infantry per lane — NORTH @(64,4) and SOUTH @(64,36) on Attack-Anything (hunt bot); walls force each band through a single chokepoint per lane","enemy hunt bot st3; matches briefing — independent lanes","","Commander, this is a distributed defence with TWO concurrent lanes. Your Construction Yard sits at the centre (64,20) with four medium tanks staged adjacent. Walls cut the map so the only NORTH approach funnels through (64,12) and the only SOUTH approach through (64,28). Two rifle rushes inbound — one from each lane — both converge on the yard. Split your tanks 2/2 between the two zones; concentrating on one side leaves the other open. Three kills, two tanks alive, yard intact, within about 30 turns.","≥3 kills AND ≥2 alive AND yard standing AND ≥1 tank in (64,12) r=5 AND ≥1 tank in (64,28) r=5, within 2700 ticks.","Construction Yard destroyed, fewer than 1 alive, or deadline (2701 ticks).","50","4503"
"def-multi-direction","medium","reasoning","arena 128x40 (3 lanes)","128x40","wide","observe, move_units, attack_unit, attack_move, stop","6× medium tank @(62-63, 19-21) at central staging on Defend; Construction Yard @(64,20)","3× rifle per lane × 3 lanes — N (64,4), S (64,36), E (124,20); walls funnel each into one chokepoint","hunt st3; matches briefing","","Commander, this is a distributed defence with THREE concurrent lanes. Same central yard with six tanks staging adjacent — but now three lanes converge: NORTH, SOUTH, and a third EAST lane. Each carries three rifles, total nine attackers. Walls funnel them through N=(64,12), S=(64,28), E=(108,20). Maintain a 2/2/2 split, keep losses to no more than three, kill six, hold three tanks alive and the yard standing, within about 30 turns.","≥6 kills AND ≥3 alive AND ≤3 lost AND ≥1 tank in each of (64,12) (64,28) (108,20) r=5 AND yard standing, within 2700 ticks.","Construction Yard destroyed, fewer than 1 alive, >3 lost, or deadline (2701 ticks).","50","4503"
"def-multi-direction","hard","reasoning","arena 128x40 (4 corner lanes)","128x40","wide","observe, move_units, attack_unit, attack_move, stop","8× medium tank at central staging, base latitude flips NORTH (y=14) or SOUTH (y=26) by seed","3× rifle per corner × 4 corners (NW/NE/SW/SE); walls split the arena so the four corner lanes are physically distinct","hunt st3; matches briefing","","Commander, this is a distributed defence with FOUR concurrent corner lanes. The base — Construction Yard plus eight tanks — spawns NORTH (y=14) or SOUTH (y=26) by seed. Four rush lanes hit the four diagonal corners (NW, NE, SW, SE). Split the defenders 2/2/2/2 across the four forward zones at YOUR latitude; a memorised mid-map plan only wins one seed. Eight kills, three alive, loss cap three, yard intact, within about 30 turns.","≥8 kills AND ≥3 alive AND ≤3 lost AND ≥1 tank in each of the 4 corner zones at the matching latitude AND yard standing, within 2700 ticks.","Construction Yard destroyed, fewer than 1 alive, >3 lost, or deadline (2701 ticks).","50","4503"
"def-position-expected-direction","easy","reasoning","def-pos-expected-east-easy-arena","96x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Construction Yard @(12,20) + Barracks + Power Plant + 4× rifle defenders south of base; $2400; map fenced north and south so the only approach is the EAST corridor","3× rifle infantry @(84,20) on Attack-Anything (rusher bot); sentinel fact @(92,2)","rusher st3; matches briefing","","Commander, this is a directional-commitment defence drill. Intel says the enemy will attack from the EAST. The map is fenced by water bands north and south of your base so the only approach is the east corridor — visible on your minimap. You start with a Construction Yard, Barracks, Power Plant, and four riflemen at (12,20), plus $2400 (exactly four pillboxes). Build THREE pillboxes in the EAST region near (24,20) — between your base and the threat. Pillboxes placed west of the base satisfy nothing. Yard alive, three defenders alive, within about 60 turns.","≥3 pillboxes built AND ≥3 in (24,20) r=5 AND yard standing AND ≥3 own units alive, within 5400 ticks.","Construction Yard destroyed, fewer than 1 own unit, or deadline (5401 ticks).","66","5943"
"def-position-expected-direction","medium","reasoning","def-pos-expected-east-medium-arena","96x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Same fenced layout + base + $2400","5× rifle + 1× rocket infantry @(84, 20/22) st3 — stronger eastern push","rusher st3; matches briefing","","Commander, this is a directional-commitment defence drill with a stronger push. The map is still fenced north and south — only the east corridor is open. A stronger push (five rifles plus one rocket soldier) will charge through it. Pre-position three pillboxes at the mouth of the corridor near (24,20); a behind-the-base placement leaves the lane naked and the rocket soldier ploughs through. Yard alive, three defenders alive, within about 60 turns.","≥3 pillboxes built AND ≥3 in (24,20) r=5 AND yard standing AND ≥3 own units alive, within 5400 ticks.","Construction Yard destroyed, fewer than 1 own unit, or deadline (5401 ticks).","66","5943"
"def-position-expected-direction","hard","reasoning","arena 96x40 (open, no fence)","96x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, stop","Base flips NORTH (centre (48,12), pillbox-region target y=6) or SOUTH (centre (48,28), target y=34) by seed; $2400","Rusher band hits from BOTH latitudes; only the on-latitude band converges on the active base in time","rusher st3; matches briefing","","Commander, this is a directional-commitment defence drill on an OPEN arena with seed-varied threat. No fence — the threat axis is announced in the briefing AND must be read off your spawn position. You stage either NORTH (base centre (48,12)) or SOUTH (base centre (48,28)). The intel rotates with your spawn: a NORTH base means 'fortify NORTH' (pillbox triple near (48,6)); a SOUTH base means 'fortify SOUTH' (near (48,34)). A NORTH-base placement does NOT satisfy the SOUTH-base region. Yard alive, three defenders alive, within about 60 turns.","≥3 pillboxes built AND triple in the matching-latitude region AND yard standing AND ≥3 own units alive, within 5400 ticks.","Construction Yard destroyed, fewer than 1 own unit, or deadline (5401 ticks).","66","5943"
"def-position-revealed-direction","easy","reasoning","def-position-revealed-direction-arena","112x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, scout, stop","Construction Yard + Barracks + Power Plant + Ore Refinery + 4× rifle defenders; $2400; map has revealed lane geometry but the exact rush axis is unknown until scouted","6× rifle inbound from a seed-chosen axis (north or south); rusher bot st3","rusher st3; matches briefing","","Commander, this is an intel-driven adaptive defence drill. Your base has a Construction Yard plus Barracks, Power Plant, Refinery, four defenders, and $2400. The arena has multiple plausible approach lanes — scout your map and identify the actual axis the rush is using BEFORE you commit pillboxes. Once you've observed the inbound rush, build THREE pillboxes on that axis (the engine enforces a `then:` order: scout-then-build-then-kill). Three kills, yard alive, within about 40 turns.","Scout-first ordered chain: ≥3 pillboxes on the observed axis AND ≥3 kills AND yard standing, within 3600 ticks.","Construction Yard destroyed, or deadline (3601 ticks).","66","5943"
"def-position-revealed-direction","medium","reasoning","def-position-revealed-direction-arena","112x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, scout, stop","Same base + $2400","Heavier rush at the unknown axis; same scout-first requirement","rusher st3; matches briefing","","Commander, this is an intel-driven adaptive defence drill at heavier weight. Same map, same base, same $2400. The inbound rush is heavier and the scout-first ordered chain is still enforced: observe the actual axis, THEN build three pillboxes on it, THEN engage. Three kills, yard alive, within about 40 turns.","Scout-first ordered chain: ≥3 pillboxes on the observed axis AND ≥3 kills AND yard standing, within 3600 ticks.","Construction Yard destroyed, or deadline (3601 ticks).","66","5943"
"def-position-revealed-direction","hard","reasoning","def-position-revealed-direction-arena","112x40","fit","observe, build, place_building, move_units, attack_unit, attack_move, scout, stop","Base flips by seed; same $2400 and scout-first requirement","Heavier rush from a seed-chosen axis; agent spawn rotates so a memorised axis fails","rusher st3; matches briefing","","Commander, this is an intel-driven adaptive defence drill with seed-rotated staging. Base latitude flips by seed; the threat axis flips with it. Scout to reveal the actual rush axis, build three pillboxes there, then engage. Three kills, yard alive, within about 40 turns.","Scout-first ordered chain: ≥3 pillboxes on the matching observed axis AND ≥3 kills AND yard standing, within 3600 ticks.","Construction Yard destroyed, or deadline (3601 ticks).","66","5943"
"def-pre-position-mobile-reserve","easy","reasoning","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","4× medium tank @(40, 19-21) at the CENTRE on Defend; Construction Yard @(10,20)","6× rifle @(80,10) NORTH on Attack-Anything (hunt bot); sentinel fact @(120,20)","hunt st3; matches briefing","","Commander, this is a reserve-commitment drill. Your Construction Yard sits at (10,20). Four medium tanks form a mobile reserve at the CENTRE of the engagement zone (40,20) — equidistant from both flanks. A rifle rush is inbound from the NORTH and will drive at your forces' centroid. Move the reserve FORWARD to intercept at the NORTH lane mouth; at least two tanks must be inside radius 10 of the (60,12) intercept point at win time. Four kills, one tank alive, within about 27 turns. Holding the reserve passively at the centre fails the forward-zone clause.","≥4 kills AND ≥1 tank alive AND ≥2 tanks in (60,12) r=10 AND yard standing, within 2400 ticks.","Construction Yard destroyed, all tanks dead, or deadline (2401 ticks).","50","4503"
"def-pre-position-mobile-reserve","medium","reasoning","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","6× medium tank at CENTRE (40, 19-21) on Defend; same yard","TWO simultaneous bands — N @(80,10), S @(80,30), 5× rifle each, hunt st3","hunt st3; matches briefing","","Commander, this is a reserve-commitment drill with two flanks. Your yard at (10,20). Six medium tanks at the CENTRE (40,20). Two rush bands inbound — one NORTH at (80,10), one SOUTH at (80,30) — both driving at the centroid. Split or stagger the reserve so BOTH flanks see a tank: at least one in (60,14) r=12 AND at least one in (60,26) r=12. Six kills, two alive, yard intact, within about 27 turns. Centre-only or one-flank both fail the multi-zone clause.","≥6 kills AND ≥2 alive AND ≥1 tank in (60,14) r=12 AND ≥1 in (60,26) r=12 AND yard standing, within 2400 ticks.","Construction Yard destroyed, all tanks dead, or deadline (2401 ticks).","50","4503"
"def-pre-position-mobile-reserve","hard","reasoning","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","12× medium tank at a seed-chosen central column (x=40 or x=50) on Defend; yard @(10,20)","THREE rush directions — N (80,10), S (80,30), E (head-on y=20); loss cap units_lost_lte:2","hunt st3; matches briefing","","Commander, this is a reserve-commitment drill with three flanks and a tight loss cap. Twelve tanks stage at a seed-chosen central column; three rush bands hit NORTH (y=10), CENTRE (y=20), and SOUTH (y=30). Push tanks to all three intercepts at once — (60,12), (65,20), (60,28). Six kills, two alive, lose no more than two tanks, yard intact, within about 27 turns. Sitting central or pre-committing to one flank fails the others.","≥6 kills AND ≥2 alive AND ≤2 lost AND ≥1 tank in each of (60,12) (65,20) (60,28) AND yard standing, within 2400 ticks.","Construction Yard destroyed, all tanks dead, >2 lost, or deadline (2401 ticks).","50","4503"
"def-reinforce-the-breach","easy","action","rush-hour-arena","128x40","large-trivial","observe, move_units, attack_unit, attack_move, stop","Construction Yard + 2× medium tank N garrison @(30,11-13) + 2× medium tank S garrison @(30,27-29) + 4× medium tank central reserve @(44-45, 19-21)","Initial light probe — 3× rifle per lane (N, S); at tick 450, an 8× rifle BREACH wave injects on the SOUTH lane","hunt st3 (matches briefing — independent lanes); scheduled_events spawn_actors at tick 450","","Commander, this is a reactive-reserve drill. Two-lane defence — NORTH (y≈12) and SOUTH (y≈28), each with a two-tank garrison — plus a four-tank reserve at the centre. Both lanes face only a light probe at first; mid-episode the SOUTH lane is breached by a heavier wave. Shift the reserve forward into the south lane: three tanks inside radius 12 of (62,28), four tanks still alive, within about 27 turns. Holding the centre loses to the breach.","After tick 720: ≥3 tanks in (62,28) r=12 AND ≥4 alive, within 2400 ticks.","Fewer than 1 tank alive, or deadline (2401 ticks).","40","3603"
